"artifact","moduleUrl","moduleLicense","moduleLicenseUrl",
"com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.8.7","https://github.com/FasterXML/jackson-modules-java8/jackson-datatype-jsr310","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.jaxrs:jackson-jaxrs-base:2.8.7","http://github.com/FasterXML/jackson-jaxrs-providers/jackson-jaxrs-base","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider:2.8.7","http://github.com/FasterXML/jackson-jaxrs-providers/jackson-jaxrs-json-provider","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.module:jackson-module-afterburner:2.8.7","https://github.com/FasterXML/jackson-modules-base","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.8.7","http://github.com/FasterXML/jackson-module-jaxb-annotations","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.fasterxml.jackson.module:jackson-module-parameter-names:2.8.7","https://github.com/FasterXML/jackson-modules-java8/jackson-module-parameter-names","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.github.javafaker:javafaker:0.13","http://github.com/DiUS/java-faker","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.github.mifmif:generex:1.0.2","https://github.com/mifmif/Generex/tree/master","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.github.spullara.mustache.java:compiler:0.9.4","http://github.com/spullara/mustache.java","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.github.stephenc.jcip:jcip-annotations:1.0-1","http://stephenc.github.com/jcip-annotations","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",
"com.github.virtuald:curvesapi:1.04","https://github.com/virtuald/curvesapi","BSD License","http://opensource.org/licenses/BSD-3-Clause",
